C,Si,Mn,Cr,Sn,Cu,Ni,Mo,thickness ,ferrite,perlite ,carbides ,martensite ,ausferrite ,austenite ,copper,CLASS,ferryt,perlit,węgliki,martenzyt,ausferryt,austenit,Wolna miedź,SUMA,ferryt.1,perlit.1,węgliki.1,martenzyt.1,ausferryt.1,austenit.1,Wolna miedź.1,kontrolka,Unnamed: 33,ferryt.2,perlit.2,węgliki.2,martenzyt.2,ausferryt.2,austenit.2,Wolna miedź.2,Unnamed: 41
2.91,2.24,0.267,0.14,0.0,0.0,2.9,0.94,22,2.9,0.0,60.0,6,14,56,0,M,2.736869,6.982289,0.00138,0.00044,0.0,1.251988,0.125695,121.3466,0,21,10,7,0,1,0,100,,6.08193,80.727568,0.00138,95.98867,100.0,0.000289,0.0,84.49998
3.26,2.73,0.142,0.08,0.0,1.44,0.0,2.19,13,48.0,11.0,6.6,0,9,6,0,AF,2.2e-05,12.581135,0.00138,95.98867,0.0,0.000289,0.190323,100.24173,4,0,0,91,55,5,0,100,,4.004667,94.917619,0.00138,2.679518,0.0,0.000289,0.150061,117.58733
2.73,2.73,0.151,0.08,0.006,0.0,3.69,0.0,24,0.0,0.0,60.0,96,16,3,0,M,2.2e-05,19.222528,0.743989,0.00044,0.0,0.000289,0.007045,113.88262,2,5,6,4,0,0,0,100,,3.805699,94.95399,8.054029,3.804547,0.0,0.000289,0.014321,86.20843
4.09,2.72,0.02,0.16,0.006,0.0,21.04,0.61,3,1.4,3.4,10.5,0,100,6,0,AN,2.2e-05,6.702078,57.12141,0.00044,9.08103,56.912205,0.0527,130.73199,2,98,10,5,0,2,0,100,,6.48101,20.604634,0.00138,6.444872,0.0,0.000289,0.19461,88.16788
3.86,2.26,0.02,0.1,0.002,0.16,0.0,2.42,8,3.3,0.0,4.3,6,100,5,0,FP,2.2e-05,0.004045,10.441558,3.941754,0.0,0.000289,0.005884,113.23276,5,0,25,99,0,0,0,100,,2.2e-05,86.798761,0.00138,0.00044,0.0,1.159162,0.0,101.02419
3.43,2.51,0.376,0.14,0.0,0.0,0.0,2.44,7,5.4,13.0,9.3,96,20,100,0,M,5.136762,0.004045,57.12141,95.98867,100.0,0.000289,0.183538,81.98129,18,0,25,99,56,6,0,100,,1.004208,0.004045,0.00138,42.346634,80.37739,0.000289,0.141285,80.02297
3.03,2.36,0.453,0.0,0.004,0.0,0.35,1.89,11,0.0,24.6,9.1,0,18,1,0,M,6.609621,0.004045,0.00138,6.182391,79.75616,0.000289,0.167825,99.58019,0,15,6,7,3,98,0,100,,3.9608,7.136159,0.00138,7.803153,0.0,4.065214,0.07798,113.90755
3.19,2.08,0.02,0.16,0.0,2.55,1.61,0.0,10,0.0,5.8,4.8,5,100,1,0,FP,55.661833,63.03177,0.00138,4.900048,0.0,6.092909,0.160219,116.80545,3,98,0,6,90,0,0,100,,1.234101,33.185301,12.995325,95.98867,4.9166,0.000289,0.0,111.46301
2.96,2.51,0.356,0.03,0.007,0.35,0.91,1.95,22,4.5,2.1,8.9,4,19,100,0,AN,26.679521,14.724032,0.00138,4.775194,100.0,4.189725,0.209713,130.5033,0,0,0,5,5,0,0,100,,2.2e-05,6.257612,9.924846,5.061083,0.0,0.000289,0.144282,84.30809
2.99,2.6,1.39,0.07,0.0,0.02,21.04,2.44,16,0.0,0.0,30.0,5,100,99,0,AN,62.46501,73.69535,0.00138,95.98867,100.0,0.000289,0.476051,83.34243,4,0,1,5,3,0,0,100,,2.093708,0.004045,10.821356,4.020642,22.2899,0.000289,0.0,105.61131
4.03,2.17,0.188,0.13,0.0,0.0,0.38,0.0,10,3.4,14.1,60.0,0,0,0,0,AN,62.46501,0.004045,1.167707,7.148306,72.22309,0.000289,0.146135,86.74526,5,8,11,6,4,0,0,100,,15.004934,14.552294,0.00138,24.162545,0.0,0.000289,0.0,80.09693
4.15,2.34,0.02,0.07,0.006,0.21,0.47,0.94,22,0.0,8.1,0.6,0,18,36,0,AN,2.2e-05,19.690423,0.00138,0.283519,91.60691,1.847076,0.022793,118.04837,0,4,0,0,18,23,0,100,,0.454174,1.630069,10.53376,6.767987,0.0,0.000289,0.0,80.02297
2.81,2.41,0.054,0.08,0.007,0.0,1.02,1.86,18,2.2,0.0,3.7,4,17,100,0,M,13.270438,94.95399,13.128733,42.175667,73.50222,1.566777,0.0,93.78777,3,21,26,0,97,0,0,100,,6.130423,0.004045,0.00138,1.40687,9.8956,98.07675,0.0,91.65508
2.73,2.73,0.072,2.81,0.005,1.95,21.04,1.4,3,0.0,99.0,9.4,0,14,28,0,M,4.510661,35.645936,3.153926,95.98867,100.0,1.526609,0.0,128.83659,0,10,0,99,0,3,0,100,,0.103726,0.632292,0.00138,6.907268,0.0,98.07675,0.100129,87.95813
4.12,2.48,0.382,0.07,0.006,3.32,5.48,0.29,10,0.9,99.0,0.0,2,65,3,0,FP,7.974644,48.252867,9.717885,95.98867,0.0,31.824592,0.0,134.302,4,16,6,99,0,0,0,100,,2.2e-05,5.964962,8.928142,3.715428,97.03203,1.650183,0.05273,129.06229
3.07,2.48,0.249,0.16,0.003,0.0,0.0,1.85,3,0.0,52.2,48.2,0,0,0,0,AN,2.2e-05,8.617833,4.087454,61.613286,14.25759,0.000289,0.215354,113.66225,3,21,0,5,0,5,0,100,,2.2e-05,19.289305,1.278777,0.147766,83.93309,0.000289,0.205075,89.66875
3.09,2.73,0.02,0.1,0.002,2.51,21.04,0.0,7,0.0,0.0,4.1,0,0,2,0,M,2.2e-05,3.918938,0.00138,0.00044,0.0,98.07675,0.041684,135.97934,0,12,7,6,1,5,0,100,,2.2e-05,0.004045,0.00138,2.455058,0.0,98.07675,0.015791,80.02297
4.05,2.71,0.272,0.01,0.0,0.0,0.0,0.07,19,1.6,17.2,8.9,0,18,0,0,AN,2.2e-05,0.004045,3.351627,3.223664,70.21104,0.174434,0.0,153.7299,1,0,0,0,0,0,0,100,,2.246074,23.643682,0.219658,6.824181,0.0,0.000289,0.105722,121.75449
2.73,2.19,0.517,0.15,0.0,0.21,0.0,1.23,5,0.0,0.0,7.3,2,6,39,0,M,62.46501,11.393991,9.352371,6.961352,6.42601,4.417662,0.077081,94.99394,4,6,2,1,0,3,0,100,,5.070822,0.004045,0.00138,0.00044,21.26289,0.000289,0.0,89.2647
3.47,2.64,0.383,0.13,0.0,4.08,0.0,2.44,10,6.6,4.3,2.3,4,8,3,0,FP,2.2e-05,13.117735,0.00138,0.00044,7.23206,4.056383,0.213796,128.71441,0,20,0,7,0,5,0,100,,62.46501,94.95399,0.00138,6.328034,0.0,1.32285,0.025396,80.02297
3.02,2.59,0.289,0.0,0.0,0.0,0.0,0.0,3,0.9,0.0,8.7,2,3,0,0,M,2.2e-05,0.004045,5.320366,0.00044,0.0,4.647364,0.0,83.00801,20,15,7,6,0,0,0,100,,2.955098,50.829275,0.00138,4.456761,0.0,0.000289,0.144587,90.05656
3.86,2.44,0.17,0.15,0.003,0.0,4.11,1.8,17,6.4,8.9,7.8,1,88,3,0,M,4.072419,0.004045,0.00138,95.98867,0.0,24.835359,0.0,90.40169,4,24,5,4,6,1,0,100,,2.2e-05,61.594908,0.00138,6.334801,0.0,0.000289,0.0,94.65258
3.04,2.08,0.02,0.11,0.121,0.39,0.0,0.18,14,0.0,75.4,8.6,0,10,100,0,M,0.462514,0.004045,34.45436,5.38112,70.19422,0.000289,0.016516,102.30833,6,11,11,0,0,5,0,100,,2.301276,0.004045,0.734693,0.00044,0.0,58.538825,0.0,96.6591
3.13,2.73,0.023,0.09,0.003,0.26,0.77,0.0,11,0.0,0.0,60.0,2,16,0,0,M,2.2e-05,19.803905,2.067584,0.00044,100.0,3.334877,0.09504,131.5106,0,19,7,0,0,2,0,100,,4.88989,21.160366,0.00138,0.733802,0.0,0.000289,0.272718,80.02297
3.39,2.28,0.02,0.0,0.085,0.33,21.04,0.16,14,3.1,0.0,57.2,0,100,31,0,M,2.2e-05,0.004045,0.00138,57.615896,87.92812,0.000289,0.105741,80.02297,0,0,7,0,89,0,0,100,,4.822296,0.004045,2.522372,0.00044,69.49774,0.000289,0.0,88.03314
2.86,2.11,0.02,0.0,0.0,2.17,0.0,1.1,6,20.7,13.4,0.0,5,5,0,0,AN,2.2e-05,0.004045,0.00138,0.579866,89.33171,0.000289,0.0,137.93691,0,0,0,0,0,2,0,100,,54.225045,41.920368,21.80309,0.00044,94.96867,0.000289,0.035423,82.64042
4.24,2.73,0.035,0.17,0.0,3.08,21.04,1.05,3,0.0,45.0,16.1,0,13,6,0,AN,2.2e-05,0.004045,7.008832,0.08567,100.0,0.000289,0.0,136.15891,6,24,0,0,0,0,0,100,,0.125411,0.004045,0.00138,0.00044,0.0,0.000289,0.0,87.77146
3.81,2.25,0.02,0.12,0.0,4.94,3.29,2.44,11,0.0,15.3,1.3,0,7,3,0,AN,2.2e-05,0.004045,11.755919,0.00044,3.17843,0.000289,0.0,133.3817,0,0,10,99,0,91,0,100,,6.170939,14.263553,0.00138,3.439861,0.0,0.000289,0.132254,80.02297
3.72,2.54,0.02,2.81,0.0,0.0,0.0,0.0,3,0.0,7.9,6.1,0,18,0,0,M,2.2e-05,2.350102,10.871899,0.00044,0.56214,0.000289,0.0,127.28489,0,0,0,7,6,0,0,100,,1.649486,23.227287,0.272905,5.184106,0.0,0.000289,0.152152,90.00849
2.73,2.5,0.295,0.04,0.006,0.3,0.06,0.0,3,4.8,45.1,60.0,5,15,2,0,AF,2.2e-05,13.277826,6.818444,0.888684,0.0,3.252328,0.10711,128.23544,55,5,5,3,6,3,0,100,,0.404649,13.63441,0.00138,0.00044,0.0,0.000289,0.150954,101.41113
2.73,2.17,0.195,0.14,0.003,0.09,0.0,2.12,12,0.0,12.4,9.3,0,16,41,0,AF,14.649788,19.032757,6.754097,95.98867,0.0,1.288005,0.0,104.46904,3,0,1,1,3,0,0,100,,2.2e-05,0.004045,0.00138,2.904274,77.73978,0.000289,0.0,85.86802
3.01,2.31,0.28,0.16,0.0,0.0,5.3,2.44,7,6.0,0.0,30.2,0,100,0,0,AN,1.829007,0.434999,0.00138,95.98867,13.02471,1.372961,0.170213,80.02297,0,22,7,2,0,98,0,100,,2.2e-05,23.268956,0.00138,95.98867,0.0,14.21079,0.0,118.17165
2.78,2.73,0.235,0.01,0.0,0.23,1.67,0.38,24,4.7,99.0,10.0,96,13,4,0,AN,62.46501,0.004045,0.00138,19.390946,2.97927,0.501419,0.0,81.2091,3,0,0,3,7,0,0,100,,4.645608,9.554623,4.881463,7.3933,84.69591,0.000289,0.004537,88.56977
3.64,2.51,0.365,2.55,0.0,0.0,0.0,0.33,3,5.5,26.4,5.4,96,18,7,0,M,18.589553,0.004045,10.235538,0.00044,100.0,0.000289,0.20755,112.17027,1,83,11,5,52,6,0,100,,5.079494,94.95399,8.301901,4.540318,77.09831,0.000289,0.16282,81.50463
3.04,2.34,0.248,0.0,0.0,0.47,0.83,0.18,23,0.0,1.2,0.0,0,0,0,0,AN,1.298343,0.004045,0.00138,82.364875,12.6442,0.000289,0.0,128.17924,4,0,0,0,0,0,0,100,,0.472168,94.95399,0.00138,0.499042,6.68623,0.000289,0.0,81.94421
3.62,2.54,0.067,0.04,0.002,0.0,0.0,0.0,5,0.0,0.0,34.4,1,15,0,0,AN,2.2e-05,31.07306,57.12141,0.00044,71.0003,0.000289,0.173308,140.2686,4,0,4,0,0,5,0,100,,3.329489,94.021466,4.953962,0.00044,66.67844,0.000289,0.090978,122.33833
3.85,2.36,0.02,0.13,0.0,4.79,0.0,0.23,23,3.6,24.4,11.9,0,15,0,0,AF,2.2e-05,0.004045,25.132942,48.053707,100.0,2.899718,0.0,139.39822,43,3,0,0,0,2,0,100,,1.09605,94.95399,0.00138,2.003685,80.46672,98.07675,0.210961,82.07177
2.73,2.48,0.02,0.14,0.0,0.38,3.83,0.0,3,4.9,1.4,7.2,1,18,5,0,M,44.644403,4.21702,6.396433,0.00044,17.17593,3.40619,0.0,135.69442,3,23,5,5,0,4,0,100,,1.57247,0.004045,4.259563,6.794462,23.74438,1.247915,0.198268,121.97844
4.17,2.23,0.02,0.14,0.0,2.61,0.0,2.44,9,7.4,5.8,4.9,96,16,0,0,M,2.2e-05,0.004045,0.955341,0.00044,3.44419,0.000289,0.0,103.92701,0,0,0,2,10,14,0,100,,5.799064,0.004045,44.255965,5.127737,84.10429,0.000289,0.0,80.02297
4.24,2.64,0.207,0.02,0.0,0.12,2.93,1.03,24,6.0,1.4,60.0,0,7,32,0,M,2.2e-05,0.004045,0.00138,95.98867,0.0,0.000289,0.024172,108.72041,2,4,0,0,5,4,0,100,,19.24285,0.004045,0.00138,2.639185,11.88827,0.000289,0.0,94.12982
3.37,2.73,0.241,0.0,0.002,0.0,21.04,1.32,22,11.4,6.9,3.0,4,19,4,0,M,2.2e-05,15.066446,0.00138,95.98867,22.3222,5.80563,0.194401,133.42367,0,22,0,4,10,4,0,100,,4.867998,22.580065,9.433048,95.98867,0.0,1.637109,0.181648,80.02297
2.94,2.45,0.152,0.16,0.004,0.32,0.0,0.15,24,3.8,11.3,60.0,0,10,100,0,AN,10.867039,4.995573,32.814986,65.510036,91.56132,0.000289,0.1041,97.32965,33,18,0,3,0,98,0,100,,1.071788,28.854673,0.00138,4.395282,100.0,89.170952,0.0,110.01455
4.24,2.35,0.375,0.0,0.005,1.69,0.0,1.69,13,1.8,0.0,0.0,0,4,0,0,M,2.2e-05,17.797351,0.00138,0.00044,0.0,0.000289,0.081971,103.68609,2,9,17,0,0,0,0,100,,5.178968,69.311844,0.00138,6.466209,0.0,1.466693,0.0,94.51088
3.4,2.59,0.246,0.16,0.001,0.2,0.01,2.26,10,6.7,6.6,2.9,26,15,69,0,AF,2.2e-05,0.004045,2.065349,3.711665,0.0,0.000289,0.197824,81.49631,0,0,0,41,0,0,0,100,,5.778554,37.0993,0.00138,0.00044,74.68493,0.000289,0.0,89.21637
3.81,2.58,0.453,0.0,0.0,2.92,0.99,0.06,9,0.0,22.7,2.3,5,0,0,0,M,33.086298,73.605527,3.456365,6.197363,0.0,21.365187,0.441667,133.0286,5,13,7,4,0,3,0,100,,6.173321,28.520544,0.00138,5.011927,100.0,0.000289,0.095187,112.25716
2.89,2.44,0.173,0.1,0.001,0.04,0.24,0.43,6,0.0,0.0,3.1,0,7,1,0,M,2.2e-05,15.896821,0.00138,95.98867,0.0,0.000289,0.211769,123.74465,0,9,0,4,0,4,0,100,,1.005647,0.004045,4.359961,3.514667,69.41167,0.000289,0.117772,103.34291
3.15,2.59,0.215,0.16,0.0,2.3,1.29,0.21,21,2.3,0.0,9.9,1,13,4,0,AN,2.2e-05,0.004045,0.00138,0.00044,11.33854,0.000289,0.110349,109.19922,0,2,0,4,3,0,0,100,,5.647847,4.567471,57.12141,1.751712,0.0,0.307487,0.0,94.21027
3.02,2.58,0.429,0.0,0.0,0.07,19.05,2.11,10,1.6,0.0,9.0,96,0,26,0,AN,11.785302,17.390605,0.00138,2.992157,100.0,1.850076,0.200696,127.62962,2,22,10,7,53,6,0,100,,5.076582,3.395154,0.00138,95.98867,16.52834,0.000289,0.0,85.83859
4.05,2.27,0.02,0.17,0.0,2.58,1.95,0.18,14,7.2,51.2,4.8,65,100,13,0,AN,23.514379,0.004045,0.00138,6.302036,81.07625,0.000289,0.213997,99.11422,0,15,0,29,89,4,0,100,,7.689528,0.004045,0.00138,0.00044,0.0,0.000289,0.086954,122.71855
3.37,2.15,0.172,0.08,0.0,0.33,1.13,2.27,20,6.2,0.0,0.0,4,5,7,0,FP,2.2e-05,0.004045,9.811863,1.176321,16.81619,2.373178,0.0,109.59147,0,9,0,0,0,0,0,100,,1.622134,33.469885,0.00138,5.693525,100.0,1.136384,0.0,98.65966
3.26,2.28,0.131,0.12,0.002,0.4,13.8,1.98,13,1.8,0.0,5.3,3,18,4,0,M,2.2e-05,4.599254,15.547739,16.244116,0.0,0.000289,0.0,132.40521,0,12,0,0,13,0,0,100,,2.976652,0.004045,0.00138,0.00044,0.0,0.000289,0.102618,113.68492
2.98,2.29,0.152,0.03,0.006,0.02,0.38,0.0,6,4.4,0.0,0.0,5,0,7,0,AN,2.2e-05,17.556005,7.300231,95.98867,0.0,0.000289,0.076412,96.24203,4,73,0,4,0,0,0,100,,0.852975,0.004045,0.00138,3.449666,0.0,0.000289,0.0,97.67477
3.16,2.22,0.058,0.0,0.007,0.0,5.56,0.0,21,0.0,0.0,7.5,0,100,100,0,AN,2.424603,80.040393,11.997855,0.00044,0.0,5.194903,0.052361,85.44322,3,17,6,0,0,0,0,100,,4.069173,0.004045,5.089389,6.572563,0.0,0.000289,0.0,119.95892
3.21,2.73,0.184,1.61,0.006,0.28,0.0,0.0,15,0.0,18.7,60.0,0,21,4,0,AN,0.658732,4.724944,2.432406,0.00044,71.81738,0.000289,0.0,109.89151,0,13,4,3,0,3,0,100,,5.647943,94.95399,8.389321,7.139883,0.0,0.000289,0.0,101.88533
2.73,2.1,0.02,0.01,0.0,3.25,21.04,1.28,22,1.3,0.0,9.8,5,19,4,0,M,2.2e-05,6.488524,13.208221,2.113943,20.90492,6.044189,0.115036,129.88838,0,0,0,0,96,0,0,100,,16.843737,0.004045,0.00138,0.00044,8.1448,0.000289,0.119455,106.80569
3.11,2.68,0.081,0.11,0.0,0.0,1.47,0.04,18,6.7,16.6,8.8,6,19,4,0,FP,3.786997,0.004045,3.777563,2.463489,100.0,0.000289,0.00259,121.54177,0,53,0,0,0,0,0,100,,62.46501,0.004045,0.00138,2.248257,1.48651,0.000289,0.191159,116.96558
3.57,2.61,0.223,0.0,0.0,0.24,1.41,1.93,20,0.0,8.8,5.3,0,0,1,0,M,2.2e-05,0.004045,0.00138,95.98867,18.90541,0.000289,0.150217,117.30809,1,82,0,0,20,0,0,100,,2.2e-05,94.95399,0.00138,0.00044,78.70349,2.538509,0.115023,95.18304
3.25,2.39,0.217,0.15,0.0,0.96,0.0,2.44,10,0.0,3.9,3.8,0,17,0,0,M,2.2e-05,0.004045,3.479337,0.00044,0.0,0.000289,0.0,131.9084,2,19,0,0,0,0,0,100,,24.943563,94.95399,0.00138,51.28512,9.14998,0.000289,0.0,117.90632
3.46,2.59,0.02,0.0,0.0,0.0,3.16,2.04,3,1.3,0.0,3.0,0,0,6,0,AP,2.2e-05,16.729527,6.774835,57.737549,3.13376,98.07675,0.209308,93.39985,0,14,0,0,97,3,0,100,,3.597194,78.336031,0.00138,4.51753,68.59427,0.000289,0.0,84.90769
3.0,2.55,0.261,0.02,0.0,3.36,21.04,2.44,5,0.0,95.9,60.0,83,100,6,0,M,27.990355,49.610841,57.12141,1.896602,90.00936,35.964819,0.189415,127.633,2,21,0,0,0,3,0,100,,3.80279,11.925483,4.895877,5.946639,0.0,0.000289,0.0,130.18287
2.94,2.19,0.272,0.15,0.0,0.0,0.0,0.36,3,2.6,0.0,3.3,2,14,6,0,M,10.957228,0.004045,29.445606,20.096584,0.0,0.000289,0.10485,133.9948,6,1,0,0,0,0,0,100,,30.959886,0.004045,11.694859,3.844202,0.0,0.655565,0.0,135.63605
2.87,2.2,0.183,0.16,0.0,4.22,0.0,0.26,10,5.4,24.6,6.5,3,0,100,0,AN,6.496387,0.004045,0.00138,7.869539,4.96439,0.000289,0.212891,123.29367,1,0,11,7,0,0,0,100,,2.2e-05,21.213819,0.00138,0.00044,0.0,0.000289,0.000426,85.85132
